Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
12-Jan-24,63,20:51,Friday,DAVENPORT RD AND OAKWO,General Delay,10,20,N,8370
12-Jan-24,89,20:52,Friday,ALBION AND WESTON,General Delay,10,20,N,8212
12-Jan-24,129,20:54,Friday,BRIMLEY AND ELLESMERE,General Delay,354,362,,3217
12-Jan-24,67,20:56,Friday,PHARMACY AND DOLPHIN,General Delay,10,20,N,8869
12-Jan-24,97,20:58,Friday,YONGE AND DAVISVILLE,Diversion,115,145,N,8354
12-Jan-24,99,20:59,Friday,ARROW RD GARAGE,Collision - TTC,15,30,,8957
12-Jan-24,36,21:05,Friday,FINCH AND WESTON,Collision - TTC,0,0,E,9129
12-Jan-24,116,21:21,Friday,MORNINGSIDE AVE AND EL,General Delay,10,20,E,1212
12-Jan-24,108,21:24,Friday,GRANDRAVINE DR AND FUT,General Delay,27,54,N,3534
12-Jan-24,118,21:24,Friday,WILSON AND RIDGE RD.,General Delay,30,60,E,8032
12-Jan-24,63,21:32,Friday,OSSINGTON AND DAVENPOR,Collision - TTC,10,20,N,8378
12-Jan-24,69,21:36,Friday,ST CLAIR ADN SANTAMONI,General Delay,20,40,S,8431
12-Jan-24,39,21:37,Friday,BAYVIEW AND FINCH,General Delay,177,192,,0
12-Jan-24,94,21:38,Friday,PARLIAMENT AND ST JAME,Collision - TTC,20,40,E,8534
12-Jan-24,116,21:41,Friday,MORNINGSIDE AND ELLESM,General Delay,10,20,E,1560
12-Jan-24,63,21:41,Friday,OSSINGTON AND DAVENPOR,Collision - TTC,10,20,,8355
12-Jan-24,94,21:42,Friday,PARLIAMENT AND ST JAME,Collision - TTC,20,40,N,8596
12-Jan-24,113,21:46,Friday,KENNEDY AND MERRIAN RD,General Delay,23,46,E,8561
12-Jan-24,118,21:50,Friday,JANE AND WILSON,General Delay,20,40,E,8381
12-Jan-24,116,21:58,Friday,MORNINGSIDE AND ELLESM,General Delay,163,173,E,1560
12-Jan-24,41,22:10,Friday,PIONEER VILLAGE STATIO,Emergency Services,0,0,W,1402
12-Jan-24,94,22:19,Friday,CASTLE FRANK STATION,Mechanical,10,20,,8408
12-Jan-24,35,22:21,Friday,JANE AND ANNETTE,Mechanical,12,24,N,1020
12-Jan-24,94,22:22,Friday,CASTLE FRANK STATION,Mechanical,10,20,W,8408
12-Jan-24,165,22:23,Friday,WESTON AND ALBION RAMP,General Delay,0,0,,0
12-Jan-24,84,22:38,Friday,SHEPPARD AND KEELE,Emergency Services,10,20,N,1333
12-Jan-24,29,22:39,Friday,WILSON STATION,Security,10,20,S,9134
12-Jan-24,37,22:46,Friday,ISLINGTON AND LEDUC DR,General Delay,28,58,S,8118
12-Jan-24,116,22:49,Friday,EGLINTON AND KINGSTON,Mechanical,10,20,S,3486
12-Jan-24,102,23:00,Friday,MARKHAM AND BRIMORTON,Mechanical,20,40,E,3492
12-Jan-24,102,23:09,Friday,MAIN STREET AND OLD WE,Collision - TTC,30,60,N,3437
12-Jan-24,28,23:32,Friday,BAYVIEW AND DAVISVILLE,Diversion,183,209,W,1014
12-Jan-24,52,23:39,Friday,DUFFERIN AND LAWRENCE,General Delay,0,0,E,3577
12-Jan-24,102,23:41,Friday,MARKAM AND OLD WELLING,Collision - TTC,30,60,,3473
12-Jan-24,90,23:47,Friday,BATHURST STATION,Collision - TTC,11,22,,3525
12-Jan-24,952,23:47,Friday,ST PHILLIPS ROAD AND R,Collision - TTC,0,0,N,3714
12-Jan-24,123,23:50,Friday,LONG BRANCH LOOP,Mechanical,27,54,N,8031
12-Jan-24,74,23:53,Friday,MT PLEASENT AND KEEWAT,Mechanical,25,50,S,8773
12-Jan-24,102,23:56,Friday,HWY7 AND MARKHAM,Diversion,32,62,W,3493
12-Jan-24,109,00:01,Friday,VARNA AND RANEE,General Delay,50,125,E,8341
12-Jan-24,36,00:11,Friday,HUMBERWOOD LOOP,Collision - TTC,12,24,,8846
12-Jan-24,81,00:18,Friday,ISLINGTON AND VANHILL,Mechanical,30,60,S,8104
12-Jan-24,36,00:43,Friday,FINCH AND ALBION,Mechanical,10,20,N,9106
12-Jan-24,52,00:48,Friday,LAWRENCE AND BATHURST,General Delay,0,0,E,8842
12-Jan-24,69,01:17,Friday,BIRCHMOUNT RD AND DANF,Mechanical,20,40,S,8431
12-Jan-24,26,01:42,Friday,DUNDAS AND OLD DUNDAS,Diversion,277,307,N,8147
12-Jan-24,50,01:44,Friday,EARLSCOURT LOOP,Security,0,0,N,8387
12-Jan-24,20,01:45,Friday,MAIN STREET STATION,Mechanical,28,28,,8608
12-Jan-24,7,01:46,Friday,BATHURST AND PATRICIA,Mechanical,10,20,N,9001
12-Jan-24,36,01:55,Friday,FINCH AND BATHURST,Security,20,40,E,9105
13-Jan-24,89,02:20,Saturday,WESTON AND EGLINTON,Mechanical,10,20,S,7024
13-Jan-24,300,03:11,Saturday,DANFORTH AND LYNN AVE,Mechanical,17,34,W,3445
13-Jan-24,320,03:42,Saturday,YONGE AND DAVISVILLE,Mechanical,5,10,N,3460
13-Jan-24,352,04:32,Saturday,DIXON AND KELFIELD,Mechanical,30,60,E,9841
13-Jan-24,339,05:04,Saturday,TAPSCOTT AND FINCH,Security,0,0,S,3227
13-Jan-24,34,05:14,Saturday,EGLINTON GARAGE,Mechanical,9,9,,8830
13-Jan-24,14,05:40,Saturday,EGLINTON AND CHAPLIN,Vision,20,26,,7309
13-Jan-24,102,05:57,Saturday,MCCOWAN AND STEELES,Security,0,0,,3493
13-Jan-24,300,05:58,Saturday,EAST MALL AND BLOOR,Mechanical,3,10,S,8566
13-Jan-24,13,06:18,Saturday,EGLINTON STATION,Mechanical,30,60,S,7007
13-Jan-24,985,06:27,Saturday,MALVERN GARAGE,Mechanical,19,19,,9066
13-Jan-24,960,06:29,Saturday,STEELES AND KEELE,Mechanical,9,17,,7017
13-Jan-24,39,06:43,Saturday,FINCH STATION,Security,20,37,,3310
13-Jan-24,32,06:47,Saturday,PINE AND LAWRENCE,Mechanical,15,30,,1329
13-Jan-24,15,07:12,Saturday,ROYAL YORK STATION,Mechanical,30,60,,8159
13-Jan-24,108,07:17,Saturday,SHEPPARD WEST STATION,Emergency Services,30,60,W,3587
13-Jan-24,70,07:25,Saturday,COXWELL STATION,Cleaning - Unsanitary,14,29,,8468
13-Jan-24,107,07:31,Saturday,SHEPPARD WEST STATION,Mechanical,20,40,,7041
13-Jan-24,106,07:39,Saturday,STEELES LOOP,Mechanical,15,30,W,7048
13-Jan-24,104,07:55,Saturday,WILSON STATION,Mechanical,20,40,N,7005
13-Jan-24,925,08:13,Saturday,PAPE STATION,Mechanical,9,19,,8772
13-Jan-24,42,08:21,Saturday,MCNICOLL AND KENNEDY,Mechanical,25,50,,3114
13-Jan-24,85,08:41,Saturday,SHEPPARD AND DON MILLS,Mechanical,24,48,W,1277
13-Jan-24,98,08:48,Saturday,STEELES LOOP,General Delay,30,60,E,3528
13-Jan-24,116,08:52,Saturday,MORNINGSIDE AND CORONA,Vision,10,20,N,1234
13-Jan-24,47,09:17,Saturday,ST CLAIR AND LANSDOWNE,Emergency Services,18,36,,3530
13-Jan-24,46,09:46,Saturday,MARTIN GROVE AND FINCH,Mechanical,20,40,N,8018
13-Jan-24,105,09:49,Saturday,SHEPPARD WEST STATION,Mechanical,15,30,,8336
13-Jan-24,89,09:52,Saturday,WESTON AND LAWRENCE (1,Emergency Services,10,20,N,8331
13-Jan-24,70,09:55,Saturday,355 STRATHMORE BLVD,Mechanical,12,24,E,8481
13-Jan-24,121,10:16,Saturday,RIVER AND GERRARD,Diversion,89,30,S,8411
13-Jan-24,105,10:19,Saturday,DUFFERIN AND FINCH,General Delay,15,30,N,8361
13-Jan-24,903,10:24,Saturday,EGLINTON AND KENNEDY,Mechanical,15,30,N,9093
13-Jan-24,36,10:39,Saturday,FINCH AND CHAMPAGNE,Collision - TTC,7,14,E,8874
13-Jan-24,73,11:14,Saturday,ROYAL YORK AND LAWRENC,Mechanical,22,44,N,8115
13-Jan-24,43,11:31,Saturday,KENNEDY AND MCNICOLL,Mechanical,41,82,S,9224
13-Jan-24,89,11:49,Saturday,KEELE STATION,Collision - TTC,10,20,,8191
13-Jan-24,76,12:00,Saturday,ROYAL YORK STATION,Mechanical,10,20,W,8165
13-Jan-24,80,12:03,Saturday,KEELE STATION,Collision - TTC,20,40,W,8092
13-Jan-24,29,12:04,Saturday,DUFFERIN AND LAWRENCE,Mechanical,5,10,S,1011
13-Jan-24,960,12:12,Saturday,PIONEER VILLAGE STATIO,Mechanical,10,20,W,7091
13-Jan-24,40,12:32,Saturday,DUNDAS AND KEELE,Mechanical,15,30,W,8037
13-Jan-24,25,12:33,Saturday,PAPE STATION,Mechanical,10,19,N,8625
13-Jan-24,45,12:35,Saturday,KIPLING AND RONSON,Security,9,19,S,7243
13-Jan-24,75,12:38,Saturday,SHERBOURNE AND BLOOR,Emergency Services,12,24,S,8463
13-Jan-24,104,12:38,Saturday,WILSON STATION,General Delay,21,42,W,7057
13-Jan-24,905,13:27,Saturday,EGLINTON AND MARKHAM,Operations - Operator,15,30,E,3653
13-Jan-24,112,13:36,Saturday,RATHBURN AND WEST MALL,Mechanical,11,22,S,8098
13-Jan-24,105,14:16,Saturday,DUFFERIN AND MARTIN RO,Mechanical,15,30,S,8355
13-Jan-24,22,14:21,Saturday,COXWELL AND DANFORTH,Security,10,20,S,8530
13-Jan-24,900,14:29,Saturday,KIPLING STATION,Mechanical,10,20,,3333
13-Jan-24,73,14:31,Saturday,ALBION AND CALSTOCK DR,Security,22,44,N,8050
13-Jan-24,169,14:35,Saturday,VAN HORNE AND DON MILL,Mechanical,30,60,W,1296
13-Jan-24,59,14:37,Saturday,UPHILL AND CHURCH,Operations - Operator,20,40,W,7074
13-Jan-24,960,14:39,Saturday,STEELES AND KEELE,Operations - Operator,10,20,W,7100
13-Jan-24,85,14:49,Saturday,EAST AND ISLAND,Mechanical,24,48,N,1529
13-Jan-24,35,15:02,Saturday,JANE AND TRETHEWEY,Mechanical,8,16,S,7295
13-Jan-24,32,15:03,Saturday,EGLINTON AND MARTIN GR,Mechanical,12,24,E,1135
13-Jan-24,35,15:18,Saturday,JANE AND WILSON,Mechanical,8,16,N,1054
13-Jan-24,32,15:22,Saturday,EGLINTON AND RENFORTH,Mechanical,12,24,E,1402
13-Jan-24,935,15:29,Saturday,JANE AND WESTON,Cleaning - Unsanitary,8,16,N,1053
13-Jan-24,126,15:32,Saturday,MAYFAIR AND VESTA,Mechanical,30,60,S,8308
13-Jan-24,44,15:35,Saturday,EVANS AND KIPLING,Mechanical,10,20,S,8123
13-Jan-24,36,16:03,Saturday,FINCH AND ARROW,Mechanical,5,11,S,3631
13-Jan-24,131,16:09,Saturday,MORINGVIEW TRAIL AND S,Mechanical,16,32,W,1595
13-Jan-24,109,16:09,Saturday,EGLINTON WEST STATION,Mechanical,40,80,W,8319
13-Jan-24,59,16:10,Saturday,DUFFERIN AND LAWRENCE,Vision,40,80,E,3511
13-Jan-24,129,16:12,Saturday,TRITON AND BRIMLEY,Mechanical,7,15,N,3187
13-Jan-24,96,16:15,Saturday,HUMBER COLLEGE AND JOH,Mechanical,17,34,E,3634
13-Jan-24,96,16:16,Saturday,HUMBER COLLEGE AND JOH,Diversion,229,249,E,3566
13-Jan-24,60,16:27,Saturday,FINCH STATION,Mechanical,10,20,W,3531
13-Jan-24,134,16:37,Saturday,FINCHDENE AND FINCH,Mechanical,15,30,S,1661
13-Jan-24,162,16:37,Saturday,LAWRENCE AND BAYVIEW,Cleaning - Unsanitary,30,60,W,8760
13-Jan-24,42,16:40,Saturday,80 DYNAMIC DR,Operations - Operator,18,36,W,3193
13-Jan-24,63,16:45,Saturday,STRACHAN AND DOURO,Collision - TTC,6,12,S,7015
13-Jan-24,37,16:56,Saturday,ISLINGTON STATION,Operations - Operator,16,32,N,8097
13-Jan-24,35,17:03,Saturday,30 FALSTAFF AVENUE,Utilized Off Route,8,16,N,1020
13-Jan-24,134,17:07,Saturday,PROGRESS AND SHEPPARD,Operations - Operator,15,30,S,1606
13-Jan-24,96,17:08,Saturday,CARRIER LOOP,Operations - Operator,17,34,E,3576
13-Jan-24,939,17:15,Saturday,YORK UNIVERSITY BUSWAY,Diversion,200,214,E,8915
13-Jan-24,32,17:29,Saturday,RENFORTH STATION,Mechanical,10,20,S,7300
13-Jan-24,123,17:32,Saturday,BROWN'S LINE AND VALER,Diversion,28,48,S,8062
13-Jan-24,35,17:52,Saturday,JANE AND TRETHEWEY,Security,8,16,N,7223
13-Jan-24,52,18:11,Saturday,LAWRENCE AND JANE,Operations - Operator,20,40,W,3597
13-Jan-24,70,18:38,Saturday,CRAIGTON AND PHARMACY,Mechanical,0,0,E,8470
13-Jan-24,94,18:41,Saturday,WELLESLEY STATION,Utilized Off Route,10,20,W,8457
13-Jan-24,52,18:45,Saturday,LAWRENCE AND JANE,Operations - Operator,20,40,W,3598
13-Jan-24,72,18:48,Saturday,CARLAW AND QUEEN,Investigation,10,20,S,8522
13-Jan-24,42,18:53,Saturday,MCNICOLL AND PHARMACY,Investigation,18,36,W,3193
13-Jan-24,15,18:53,Saturday,RATHBURN AND EAST MALL,Security,30,60,E,8116
13-Jan-24,52,19:00,Saturday,LAWRENCE WEST STATION,Mechanical,22,44,E,3592
13-Jan-24,935,19:02,Saturday,JANE STATION,Utilized Off Route,8,16,,1003
13-Jan-24,73,19:03,Saturday,ROYAL YORK STATION,Utilized Off Route,20,40,S,8050
13-Jan-24,47,19:03,Saturday,BRIDGELAND AND DUFFERI,Diversion,73,91,E,8185
13-Jan-24,37,19:03,Saturday,ISLINGTON AND KINGSVIE,Utilized Off Route,19,38,S,8075
13-Jan-24,47,19:03,Saturday,BRIDGELAND AND CALEDON,Diversion,18,36,N,8185
13-Jan-24,45,19:04,Saturday,KIPLING STATION,Utilized Off Route,10,20,,7275
13-Jan-24,29,19:04,Saturday,BLOOR AND DUFFERIN,Utilized Off Route,9,18,W,9032
13-Jan-24,35,19:05,Saturday,JANE STATION,Utilized Off Route,8,16,N,1133
13-Jan-24,102,19:06,Saturday,MARKHAM AND EGLINTON,Security,17,21,N,3423
13-Jan-24,85,19:09,Saturday,DON MILLS STATION,Mechanical,22,44,W,1550
13-Jan-24,45,19:12,Saturday,KIPLING STATION,Utilized Off Route,9,19,N,7257
13-Jan-24,94,19:20,Saturday,OSSINGTON AND HEPBOURN,Utilized Off Route,10,20,N,8545
13-Jan-24,53,19:21,Saturday,STEELES AND MORNINGSID,Diversion,56,76,E,3309
13-Jan-24,16,19:24,Saturday,DANFORTH AND WOLFE,Investigation,0,0,N,8528
13-Jan-24,70,19:26,Saturday,COXWELL STATION,Mechanical,10,20,,8474
13-Jan-24,29,19:28,Saturday,DUFFERIN AND JANE OSLE,Operations - Operator,8,16,S,9041
13-Jan-24,102,19:39,Saturday,WARDEN STATION,Mechanical,3,12,N,3434
13-Jan-24,925,19:39,Saturday,DON MILLS AND LEITH HI,Security,0,0,,8695
13-Jan-24,85,19:40,Saturday,SHEPPARD STATION,Mechanical,22,44,E,1550
13-Jan-24,96,19:46,Saturday,WESTON AND WALSH,General Delay,20,40,W,3602
13-Jan-24,39,19:51,Saturday,FINCH STATION,Emergency Services,20,40,,3315
13-Jan-24,985,19:59,Saturday,SCARBOROUGH CENTRE STA,Cleaning - Unsanitary,12,25,,9057
13-Jan-24,95,20:25,Saturday,RYLANDER AND KINGSTON,Operations - Operator,7,14,S,3467
13-Jan-24,41,20:27,Saturday,KEELE AND GULLIVER,Collision - TTC,18,22,S,1416
13-Jan-24,85,20:30,Saturday,DON MILLS STATION,Operations - Operator,20,40,,3430
13-Jan-24,165,20:35,Saturday,YORK MILLS STATION,Cleaning - Unsanitary,10,20,,8934
13-Jan-24,,20:43,Saturday,KENNEDY STATION,Emergency Services,0,0,,0
13-Jan-24,131,20:54,Saturday,KENNEDY STATION,Mechanical,16,32,,3470
13-Jan-24,53,21:10,Saturday,STEELES AND REDLEA,Security,20,40,E,3147
13-Jan-24,47,21:54,Saturday,YORKDALE STATION,Operations - Operator,20,40,S,3526
13-Jan-24,19,22:20,Saturday,DOCKSIDE DRIVE AND QUE,Security,30,60,N,8610
13-Jan-24,54,22:30,Saturday,STARSPRAY LOOP AND LAW,Cleaning - Unsanitary,20,39,S,8707
13-Jan-24,37,22:31,Saturday,ISLINGTON AND THE WEST,Security,18,36,N,8089
13-Jan-24,116,22:36,Saturday,MORNINGSIDE AND PLANTA,Operations - Operator,10,20,W,3462
13-Jan-24,36,22:41,Saturday,FINCH AND MILADY,General Delay,10,20,E,3591
13-Jan-24,122,22:45,Saturday,GRAYDON HALL DR AND DO,Mechanical,30,60,W,1283
13-Jan-24,62,23:06,Saturday,BROADVIEW STATION,Cleaning - Unsanitary,10,20,,8585
13-Jan-24,35,23:15,Saturday,LAWRENCE AND JANE,Collision - TTC,10,20,S,7223
13-Jan-24,7,23:21,Saturday,BATHURST AND FINCH,Emergency Services,10,20,S,8306
13-Jan-24,32,23:22,Saturday,EGLINTON AVE W AND BLA,Mechanical,28,56,W,7236
13-Jan-24,32,23:42,Saturday,EMMET AND VERONA,General Delay,0,0,,0
13-Jan-24,11,00:06,Saturday,BAYVIEW AND BLYTHWOOD,Security,24,48,N,8862
13-Jan-24,65,00:22,Saturday,PARLIAMENT AND KING,Collision - TTC,15,30,N,8590
13-Jan-24,45,00:57,Saturday,KIPLING STATION,Mechanical,10,20,,7213
13-Jan-24,45,01:05,Saturday,KIPLING STATION,Mechanical,10,20,,7255
13-Jan-24,29,01:26,Saturday,SPRINGHURST LOOP,Operations - Operator,15,30,N,1001
13-Jan-24,63,01:30,Saturday,EGLINTON AND MARLEE,Vision,0,0,N,7080
13-Jan-24,36,01:31,Saturday,FINCH AND SENTINNAL,Security,10,20,E,3600
13-Jan-24,134,01:38,Saturday,BELLAMY AND CORPORATE,General Delay,25,50,S,3474
13-Jan-24,24,01:53,Saturday,VICTORIA PARK AND SUN,Diversion,85,105,,0
14-Jan-24,32,03:16,Sunday,EGLINTON STATION,General Delay,116,146,,7208
14-Jan-24,332,03:23,Sunday,EGLINTON AND DUPLEX,Diversion,116,146,E,7208
14-Jan-24,320,03:36,Sunday,STEELES LOOP AT YONGE,Cleaning - Unsanitary,5,10,,3550
14-Jan-24,,03:56,Sunday,2170 DUFFERIN ST,Utilized Off Route,30,60,,8358
14-Jan-24,329,03:57,Sunday,DUFFERIN AND MARTIN,Diversion,142,30,N,8358
14-Jan-24,353,04:22,Sunday,FINCH AND TAPSCOTT,Security,0,0,W,3111
14-Jan-24,29,04:40,Sunday,MT DENIS GARAGE,Collision - TTC,0,0,,9138
14-Jan-24,29,04:44,Sunday,MOUNT DENNIS GARAGE,Collision - TTC,10,20,W,9030
14-Jan-24,329,04:45,Sunday,DUFFERIN AND BOWIE,Operations - Operator,30,60,S,9019
14-Jan-24,43,05:01,Sunday,MIDLAND AND STEELES,Security,0,0,S,3301
14-Jan-24,334,05:13,Sunday,FINCHDENE AND FINCH,Security,0,0,S,8642
14-Jan-24,29,05:16,Sunday,DUFFERIN AND MARTIN,Emergency Services,0,0,,0
14-Jan-24,929,05:17,Sunday,DUFFERIN AND MARTIN,Diversion,0,0,,0
14-Jan-24,36,06:01,Sunday,YONGE AND LORD SEATON,Mechanical,15,30,,3536
14-Jan-24,7,06:11,Sunday,GREENWIN VILLAGE AND B,Cleaning - Unsanitary,15,30,,8339
14-Jan-24,97,07:04,Sunday,STEELES LOOP AT YONGE,Cleaning - Unsanitary,4,8,,7023
14-Jan-24,39,07:19,Sunday,FINCH AND BIRCHMOUNT,General Delay,8,16,W,3202
14-Jan-24,300,07:37,Sunday,BLOOR AND BATHURST,Mechanical,12,24,E,3531
14-Jan-24,85,07:40,Sunday,METRO TORONTO ZOO,Mechanical,10,20,,3482
14-Jan-24,123,07:58,Sunday,BLOOR AND BATHURST,General Delay,20,40,,8090
14-Jan-24,23,08:04,Sunday,WARDEN AND DANFORTH,Security,12,24,E,8413
14-Jan-24,935,08:12,Sunday,JANE AND FRITH,Mechanical,10,20,S,1130
14-Jan-24,102,08:21,Sunday,WARDEN AND ST CLAIR,Mechanical,17,34,,3402
14-Jan-24,7,08:38,Sunday,GREENWIN VILLAGE AND B,Mechanical,10,20,,7087
14-Jan-24,24,08:47,Sunday,ST CLAIR AND VICTORIA,Mechanical,10,19,,8438
14-Jan-24,102,08:55,Sunday,WARDEN STATION,Utilized Off Route,10,20,,3420
14-Jan-24,17,09:00,Sunday,WARDEN STATION,Operations - Operator,28,56,,3320
14-Jan-24,7,09:17,Sunday,GREENWIN VILLAGE AND B,Mechanical,10,20,,8195
14-Jan-24,111,09:20,Sunday,EGLINTON AND EAST MALL,Mechanical,18,36,,8075
14-Jan-24,38,10:35,Sunday,PORT UNION AND RAVINE,Emergency Services,15,30,S,3645
14-Jan-24,25,10:47,Sunday,PAPE STATION,Vision,10,20,,8771
14-Jan-24,90,10:49,Sunday,BATHURST STATION,Mechanical,12,24,,8332
14-Jan-24,22,10:51,Sunday,QUEEN AND EASTERN,General Delay,0,0,N,8503
14-Jan-24,34,10:58,Sunday,LINKWOOD AND EDGECLIFF,Operations - Operator,18,36,,8634
14-Jan-24,960,11:38,Sunday,STEELES AND YONGE,Utilized Off Route,10,20,,8389
14-Jan-24,85,11:39,Sunday,SHEPPARD AND MORNINGSI,Mechanical,16,32,,1273
14-Jan-24,929,11:40,Sunday,DUFFERIN AND WINGOLD,Utilized Off Route,10,20,N,9025
14-Jan-24,72,11:42,Sunday,CARLAW AND GERRARD,Utilized Off Route,19,37,,8525
14-Jan-24,102,11:47,Sunday,ST CLAIR AND KINGSTON,Utilized Off Route,9,18,,3427
14-Jan-24,34,11:50,Sunday,EGLINTON STATION,Utilized Off Route,9,18,,8643
14-Jan-24,34,11:52,Sunday,EGLINTON STATION,Utilized Off Route,9,18,,8683
14-Jan-24,7,11:53,Sunday,404 BLOOR ST,Utilized Off Route,8,16,,7093
14-Jan-24,29,11:56,Sunday,DUFFERIN AND GIBSON,Investigation,9,18,N,9024
14-Jan-24,935,11:59,Sunday,JANE AND DUNDAS,Utilized Off Route,10,20,,1024
14-Jan-24,939,12:06,Sunday,SCARBOROUGH CENTRE STA,Mechanical,10,20,E,3223
14-Jan-24,36,12:24,Sunday,FINCH STATION,Mechanical,10,20,W,3624
14-Jan-24,38,12:25,Sunday,SCARBOROUGH CENTRE STA,Mechanical,13,26,E,1240
14-Jan-24,134,12:40,Sunday,CROW TRAIL AND TAPSCOT,Mechanical,18,36,W,1312
14-Jan-24,171,12:49,Sunday,MOUNT DENNIS GARAGE,Operations - Operator,0,0,,7230
14-Jan-24,45,13:06,Sunday,KIPLING STATION,Mechanical,10,20,N,7219
14-Jan-24,160,13:38,Sunday,BATHURST AND SHEPPARD,General Delay,22,0,N,7121
14-Jan-24,20,14:00,Sunday,DANFORTH AND VICTORIA,Security,20,40,E,8562
14-Jan-24,165,14:49,Sunday,WILSON AND DUFFERIN,Collision - TTC,10,20,E,8923
14-Jan-24,29,14:53,Sunday,SPRINGHURST LOOP,Operations - Operator,5,10,,1345
14-Jan-24,112,15:00,Sunday,KIPLING STATION,Operations - Operator,18,36,,8219
14-Jan-24,160,15:12,Sunday,FINCH AND BATHURST,General Delay,36,72,S,7121
14-Jan-24,43,15:20,Sunday,KENNEDY STATION,Vision,10,20,N,3115
14-Jan-24,84,15:25,Sunday,WESTON AND BRADSTOCK,Mechanical,7,15,W,3577
14-Jan-24,41,15:26,Sunday,KEELE AND DUNDAS,Collision - TTC,10,20,S,1399
14-Jan-24,41,16:04,Sunday,PIONEER VILLAGE STATIO,Mechanical,10,20,,1350
14-Jan-24,96,16:18,Sunday,WILSON AND LEXFIELD,Security,20,40,W,3582
14-Jan-24,16,16:24,Sunday,WARDEN STATION,Mechanical,10,20,,3723
14-Jan-24,8,16:36,Sunday,BROADVIEW STATION,General Delay,10,20,,8442
14-Jan-24,36,16:44,Sunday,FINCH AND ARROW,Operations - Operator,6,12,E,3639
14-Jan-24,41,16:54,Sunday,MURRAY ROSS PKWY AND C,Collision - TTC,10,20,E,1043
14-Jan-24,96,16:59,Sunday,WILSON AND DUFFERIN,Mechanical,20,40,E,3568
14-Jan-24,905,17:21,Sunday,KINGSTON AND GUILDWOOD,Mechanical,15,30,E,1262
14-Jan-24,939,17:26,Sunday,SCARBOROUGH CENTRE STA,Mechanical,10,20,E,3154
14-Jan-24,109,17:30,Sunday,NEPTUNE AND BATHURST,Operations - Operator,22,44,W,8213
14-Jan-24,102,17:35,Sunday,WARDEN STATION,Collision - TTC,10,20,,3437
14-Jan-24,900,17:48,Sunday,KIPLING STATION,Mechanical,6,13,N,3339
14-Jan-24,12,17:55,Sunday,KINGSTON AND FALLINGBR,Mechanical,17,34,E,8474
14-Jan-24,20,17:55,Sunday,MIDLAND AND WOLFE,Security,20,40,S,8607
14-Jan-24,939,18:01,Sunday,FINCH AND DUFFERIN,Diversion,178,188,B,3255
14-Jan-24,19,18:19,Sunday,BAY AND BLOOR,Diversion,25,50,,8469
14-Jan-24,960,18:24,Sunday,FINCH STATION,Mechanical,9,18,W,8356
14-Jan-24,52,18:56,Sunday,LAWRENCE AND CULFORD,Mechanical,10,20,W,3584
14-Jan-24,78,18:57,Sunday,BAYVIEW AND HWY 401,Investigation,25,50,,3574
14-Jan-24,85,19:11,Sunday,MALVERN GATE,Operations - Operator,20,40,W,1273
14-Jan-24,37,19:22,Sunday,ISLINGTON AND ALBION,Security,20,40,N,8158
14-Jan-24,52,19:27,Sunday,LAWRENCE WEST STATION,Security,15,30,E,3557
14-Jan-24,21,19:29,Sunday,BRIMLEY AND SHEPPARD,Diversion,63,85,N,8533
14-Jan-24,116,19:30,Sunday,MORNINGSIDE AND SHEPPA,Emergency Services,8,16,N,1661
14-Jan-24,96,19:36,Sunday,HUMBER COLLEGE AND LYN,Operations - Operator,20,43,E,3630
14-Jan-24,54,19:40,Sunday,LAWRENCE AND KENNEDY,Security,20,40,E,8734
14-Jan-24,116,19:42,Sunday,MORNINGSIDE AND CASEBR,Mechanical,8,16,W,1234
14-Jan-24,76,19:46,Sunday,ROYAL YORK STATION,Collision - TTC,9,18,,8123
14-Jan-24,116,19:50,Sunday,MORNINGSIDE AND HWY 40,Mechanical,8,16,N,3498
14-Jan-24,39,20:01,Sunday,FINCH AND KENNEDY,Mechanical,9,18,W,3134
14-Jan-24,108,20:03,Sunday,PIONEER VILLAGE STATIO,Operations - Operator,30,60,,8935
14-Jan-24,45,20:04,Sunday,KIPLING AND STEELES,Mechanical,10,20,N,1118
14-Jan-24,927,20:10,Sunday,KIPLING STATION,Mechanical,12,24,N,3592
14-Jan-24,40,20:58,Sunday,ST CLAIR AND JANE,Mechanical,20,40,W,8078
14-Jan-24,96,21:07,Sunday,HUMBER COLLEGE LOOP,Operations - Operator,20,40,,3558
14-Jan-24,38,21:18,Sunday,KENNEDY STATION,Security,14,28,,1267
14-Jan-24,112,21:22,Sunday,KIPLING STATION,Mechanical,18,36,N,8022
14-Jan-24,900,21:33,Sunday,JETLINER AND AIRPORT,Operations - Operator,8,16,N,3330
14-Jan-24,102,21:33,Sunday,MARKHAM AND MILNER,Mechanical,57,114,N,3414
14-Jan-24,927,21:37,Sunday,DUNDAS AND THE EAST MA,Mechanical,12,24,S,8877
14-Jan-24,84,21:41,Sunday,SHEPPARD AND WESTON,Operations - Operator,10,20,W,8874
14-Jan-24,66,22:14,Sunday,OLD MILL STATION,Mechanical,25,50,N,3360
14-Jan-24,91,22:32,Sunday,YORK MILLS AND LAURENT,General Delay,30,60,N,8774
14-Jan-24,123,23:17,Sunday,QUEEN AND THE EAST MAL,Operations - Operator,31,58,N,8069
