,Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Code Description
889,2024/01/14,16:37,Sunday,SHEPPARD WEST STATION,MUPAA,4,11,N,YU,6096,Passenger Assistance Alarm Activated - No Trouble Found
890,2024/01/14,16:38,Sunday,KEELE STATION,SUDP,8,12,E,BD,5140,Disorderly Patron
891,2024/01/14,17:46,Sunday,LAWRENCE STATION,SUDP,0,0,,YU,0,Disorderly Patron
892,2024/01/14,18:12,Sunday,KEELE STATION,PUSTS,4,9,E,BD,5071,Signals - Train Stops
893,2024/01/14,18:53,Sunday,FINCH WEST STATION,MUPAA,0,0,N,YU,5796,Passenger Assistance Alarm Activated - No Trouble Found
894,2024/01/14,19:51,Sunday,ST GEORGE YUS STATION,MUPAA,0,0,N,YU,5796,Passenger Assistance Alarm Activated - No Trouble Found
895,2024/01/14,20:50,Sunday,DUNDAS STATION,SUDP,0,0,,YU,0,Disorderly Patron
896,2024/01/14,20:56,Sunday,BLOOR STATION,SUO,5,10,N,YU,5531,Passenger Other
897,2024/01/14,21:10,Sunday,PAPE STATION,SUO,7,12,E,BD,5156,Passenger Other
898,2024/01/14,21:49,Sunday,DUNDAS STATION,SUO,15,20,N,YU,5401,Passenger Other
899,2024/01/14,21:51,Sunday,MAIN STREET STATION,MUIRS,0,0,W,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
900,2024/01/14,21:54,Sunday,PAPE STATION,SUAP,0,0,W,BD,5338,Assault / Patron Involved
901,2024/01/14,22:00,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,Miscellaneous Other
902,2024/01/14,22:15,Sunday,DUNDAS STATION,MUNCA,0,0,S,YU,0,MUNCA
903,2024/01/14,22:32,Sunday,DAVISVILLE STATION,MUATC,6,12,S,YU,5616,ATC Project
904,2024/01/14,22:34,Sunday,GREENWOOD YARD,MUWR,0,0,,BD,0,Work Refusal
905,2024/01/14,22:55,Sunday,MAIN STREET STATION,SUAP,7,13,E,BD,5191,Assault / Patron Involved
906,2024/01/14,23:33,Sunday,ST GEORGE BD STATION,SUDP,5,11,E,BD,5344,Disorderly Patron
907,2024/01/14,23:53,Sunday,ST ANDREW STATION,MUPAA,0,0,S,YU,5931,Passenger Assistance Alarm Activated - No Trouble Found
908,2024/01/14,00:02,Sunday,QUEEN STATION,SUDP,0,0,,YU,0,Disorderly Patron
909,2024/01/14,00:23,Sunday,HIGH PARK STATION,SUDP,0,0,W,BD,0,Disorderly Patron
910,2024/01/14,01:51,Sunday,KIPLING STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
911,2024/01/14,01:55,Sunday,ST GEORGE YUS STATION,PUMO,0,0,,YU,0,Station Other
912,2024/01/14,01:58,Sunday,KENNEDY BD STATION,MUI,0,0,W,YU,5325,Injured or ill Customer (On Train) - Transported
913,2024/01/14,07:53,Sunday,SHEPPARD-YONGE STATION,PUTWZ,61,0,E,SHP,6166,Work Zone Problems - Track
914,2024/01/14,12:49,Sunday,DON MILLS STATION,MUNCA,0,0,,SHP,0,MUNCA
915,2024/01/14,13:11,Sunday,BAYVIEW STATION,MUIRS,0,0,,SHP,0,Injured or ill Customer (In Station) - Medical Aid Refused
916,2024/01/14,14:46,Sunday,BAYVIEW STATION,EUBK,7,14,W,SHP,6191,Brakes
917,2024/01/14,18:31,Sunday,BAYVIEW STATION,MUNCA,0,0,,SHP,0,MUNCA
918,2024/01/14,19:54,Sunday,SHEPPARD-YONGE STATION,SUUT,0,0,W,SHP,6166,Unauthorized at Track Level
919,2024/01/14,00:28,Sunday,SHEPPARD-YONGE STATION,MUIS,0,0,,SHP,0,Injured or ill Customer (In Station) - Transported
920,2024/01/15,05:01,Monday,OSGOODE STATION,MUNCA,0,0,,YU,0,MUNCA
921,2024/01/15,05:48,Monday,BAY STATION,PUSTS,5,8,W,BD,5338,Signals - Train Stops
922,2024/01/15,05:56,Monday,SHEPPARD WEST STATION,SUDP,5,15,N,YU,5581,Disorderly Patron
923,2024/01/15,06:04,Monday,WILSON STATION,MUCL,3,6,S,YU,5461,Divisional Clerk Related
924,2024/01/15,07:02,Monday,FINCH WEST STATION,SUO,0,0,,YU,0,Passenger Other
925,2024/01/15,08:09,Monday,ST CLAIR STATION,SUG,3,6,S,YU,5571,Graffiti / Scratchiti
926,2024/01/15,08:12,Monday,DUPONT STATION,MUATC,4,7,S,YU,5421,ATC Project
927,2024/01/15,08:16,Monday,WOODBINE STATION,MUSC,0,0,W,BD,5366,Miscellaneous Speed Control
928,2024/01/15,08:52,Monday,LAWRENCE STATION,MUPAA,3,6,N,YU,5421,Passenger Assistance Alarm Activated - No Trouble Found
929,2024/01/15,08:58,Monday,CASTLE FRANK STATION,MUD,4,6,E,BD,5034,Door Problems - Passenger Related
930,2024/01/15,09:51,Monday,BLOOR STATION,SUO,6,9,S,YU,5496,Passenger Other
931,2024/01/15,09:53,Monday,DUNDAS STATION,SUO,3,6,S,YU,6051,Passenger Other
932,2024/01/15,10:15,Monday,VAUGHAN MC STATION,MUATC,4,9,S,YU,5661,ATC Project
933,2024/01/15,10:16,Monday,BLOOR STATION,SUDP,3,8,S,YU,5381,Disorderly Patron
934,2024/01/15,11:02,Monday,BROADVIEW STATION,MUDD,5,9,E,BD,5040,Door Problems - Debris Related
935,2024/01/15,12:15,Monday,LAWRENCE WEST STATION,SUUT,0,0,N,YU,5486,Unauthorized at Track Level
936,2024/01/15,12:19,Monday,SHERBOURNE STATION,SUDP,0,0,W,BD,0,Disorderly Patron
937,2024/01/15,12:35,Monday,OSSINGTON STATION,MUIRS,0,0,E,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
938,2024/01/15,13:00,Monday,FINCH STATION,PUOPO,3,6,S,YU,5941,OPTO (COMMS) Train Door Monitoring
939,2024/01/15,13:14,Monday,KING STATION,PUOPO,0,0,S,YU,5971,OPTO (COMMS) Train Door Monitoring
940,2024/01/15,13:19,Monday,WILSON STATION,TUO,3,8,N,YU,5916,Transportation Department - Other
941,2024/01/15,13:34,Monday,CASTLE FRANK STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
942,2024/01/15,13:41,Monday,ST GEORGE BD STATION,PUSI,3,7,E,BD,5308,Signals or Related Components Failure
943,2024/01/15,13:45,Monday,SHEPPARD STATION,PUOPO,0,0,N,YU,5561,OPTO (COMMS) Train Door Monitoring
944,2024/01/15,13:53,Monday,VICTORIA PARK STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
945,2024/01/15,14:13,Monday,JANE STATION,MUIR,6,10,W,BD,5251,Injured or ill Customer (On Train) - Medical Aid Refused
946,2024/01/15,14:20,Monday,JANE STATION,TUSC,0,0,W,BD,5251,Operator Overspeeding
947,2024/01/15,14:26,Monday,OLD MILL STATION,TUOS,0,0,E,BD,5191,Operator Overshot Platform
948,2024/01/15,14:44,Monday,FINCH STATION,SUO,0,0,,YU,0,Passenger Other
949,2024/01/15,14:46,Monday,RUNNYMEDE STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
950,2024/01/15,14:51,Monday,VICTORIA PARK STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
951,2024/01/15,15:26,Monday,DUNDAS STATION,SUDP,0,0,,YU,0,Disorderly Patron
952,2024/01/15,15:42,Monday,BROADVIEW STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
953,2024/01/15,15:54,Monday,COLLEGE STATION,MUSAN,6,9,S,YU,5796,Unsanitary Vehicle
954,2024/01/15,16:12,Monday,WILSON STATION,PUOPO,3,6,S,YU,6076,OPTO (COMMS) Train Door Monitoring
955,2024/01/15,16:17,Monday,YORKDALE STATION,PUOPO,4,7,S,YU,6076,OPTO (COMMS) Train Door Monitoring
956,2024/01/15,16:32,Monday,ST GEORGE BD STATION,TUSC,0,0,E,BD,5051,Operator Overspeeding
957,2024/01/15,16:33,Monday,DUPONT STATION,TUO,0,0,N,YU,5601,Transportation Department - Other
958,2024/01/15,16:58,Monday,EGLINTON WEST STATION,SUDP,0,0,N,YU,5631,Disorderly Patron
959,2024/01/15,17:01,Monday,KEELE STATION,MUSC,0,0,W,BD,5235,Miscellaneous Speed Control
960,2024/01/15,17:26,Monday,KIPLING STATION,MUNCA,0,0,,BD,0,MUNCA
961,2024/01/15,17:27,Monday,KIPLING TO UNION STATI,MUO,0,0,,BD,0,Miscellaneous Other
962,2024/01/15,17:50,Monday,BLOOR STATION,MUIRS,0,0,,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
963,2024/01/15,18:19,Monday,FINCH STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
964,2024/01/15,18:50,Monday,ISLINGTON STATION,SUO,0,0,W,BD,5146,Passenger Other
965,2024/01/15,19:21,Monday,BLOOR STATION,SUDP,0,0,S,YU,0,Disorderly Patron
966,2024/01/15,19:48,Monday,YONGE BD STATION,SUUT,10,15,W,BD,5135,Unauthorized at Track Level
967,2024/01/15,20:10,Monday,DUNDAS STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
968,2024/01/15,20:11,Monday,EGLINTON WEST STATION,SUDP,3,7,N,YU,5406,Disorderly Patron
969,2024/01/15,20:35,Monday,DAVISVILLE STATION,MUPAA,0,0,N,YU,6106,Passenger Assistance Alarm Activated - No Trouble Found
970,2024/01/15,20:43,Monday,SPADINA BD STATION,MUIRS,0,0,E,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
971,2024/01/15,21:01,Monday,ISLINGTON STATION,SUDP,3,8,E,BD,5231,Disorderly Patron
972,2024/01/15,21:28,Monday,BLOOR STATION,MUO,0,0,,YU,0,Miscellaneous Other
973,2024/01/15,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,Miscellaneous Other
974,2024/01/15,22:12,Monday,EGLINTON STATION,SUO,0,0,S,YU,5566,Passenger Other
975,2024/01/15,22:22,Monday,CASTLE FRANK STATION,SUDP,0,0,,BD,8464,Disorderly Patron
976,2024/01/15,22:24,Monday,MAIN STREET STATION,SUO,0,0,W,YU,5172,Passenger Other
977,2024/01/15,22:31,Monday,QUEEN'S PARK STATION,SUO,0,0,S,YU,0,Passenger Other
978,2024/01/15,22:39,Monday,COXWELL STATION,TUSC,0,0,W,BD,5160,Operator Overspeeding
979,2024/01/15,22:57,Monday,DONLANDS STATION,SUDP,0,0,E,BD,5108,Disorderly Patron
980,2024/01/15,23:00,Monday,EGLINTON TO YORK MILLS,MUO,0,0,,YU,0,Miscellaneous Other
981,2024/01/15,23:04,Monday,BLOOR STATION,SUO,0,0,S,YU,6096,Passenger Other
982,2024/01/15,23:04,Monday,YONGE BD STATION,SUO,0,0,W,BD,5045,Passenger Other
983,2024/01/15,23:09,Monday,UNION STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
984,2024/01/15,00:01,Monday,BLOOR DANFORTH SUBWAY,MUGD,0,0,,BD,0,Miscellaneous General Delays
985,2024/01/15,01:06,Monday,QUEEN'S PARK STATION,MUIR,5,12,S,YU,5696,Injured or ill Customer (On Train) - Medical Aid Refused
986,2024/01/15,01:22,Monday,QUEEN'S PARK STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
987,2024/01/15,01:29,Monday,GREENWOOD YARD,SUG,0,0,,BD,0,Graffiti / Scratchiti
988,2024/01/15,01:36,Monday,EGLINTON WEST STATION,SUO,0,0,,YU,0,Passenger Other
989,2024/01/15,19:55,Monday,BAYVIEW STATION,PUOPO,0,0,E,SHP,6156,OPTO (COMMS) Train Door Monitoring
990,2024/01/16,02:01,Tuesday,PIONEER VILLAGE STATIO,SUDP,0,0,,YU,0,Disorderly Patron
991,2024/01/16,02:05,Tuesday,YONGE BD STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
992,2024/01/16,02:27,Tuesday,SPADINA YUS STATION,MUIS,0,0,,YU,3755,Injured or ill Customer (In Station) - Transported
993,2024/01/16,04:33,Tuesday,VAUGHAN MC STATION,SUDP,0,0,,YU,0,Disorderly Patron
994,2024/01/16,06:00,Tuesday,TORONTO TRANSIT COMMIS,MUO,0,0,,YU/BD,0,Miscellaneous Other
995,2024/01/16,06:13,Tuesday,EGLINTON STATION,EUYRD,4,8,N,YU,5586,Yard/Carhouse Related Problems
996,2024/01/16,06:25,Tuesday,YORK UNIVERSITY STATIO,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
997,2024/01/16,06:47,Tuesday,ST GEORGE BD STATION,PUSI,3,5,E,BD,5292,Signals or Related Components Failure
998,2024/01/16,06:49,Tuesday,KIPLING STATION,EUAC,3,5,E,BD,5169,Air Conditioning
999,2024/01/16,07:00,Tuesday,CHESTER STATION,EUAL,3,5,E,BD,5262,Alternating Current
1000,2024/01/16,07:04,Tuesday,OSGOODE STATION,PUOPO,3,6,N,YU,6101,OPTO (COMMS) Train Door Monitoring
1001,2024/01/16,07:11,Tuesday,SHEPPARD STATION,MUDD,4,7,N,YU,5651,Door Problems - Debris Related
1002,2024/01/16,07:18,Tuesday,SPADINA YUS STATION,MUO,0,0,S,YU,5646,Miscellaneous Other
1003,2024/01/16,07:23,Tuesday,OSSINGTON STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
1004,2024/01/16,07:43,Tuesday,ST GEORGE BD STATION,TUSC,0,0,E,BD,5166,Operator Overspeeding
1005,2024/01/16,08:09,Tuesday,EGLINTON STATION,SUO,0,0,N,YU,5941,Passenger Other
1006,2024/01/16,09:01,Tuesday,FINCH STATION,SUDP,0,0,N,YU,5746,Disorderly Patron
1007,2024/01/16,09:11,Tuesday,WILSON STATION,SUAP,0,0,,YU,0,Assault / Patron Involved
1008,2024/01/16,09:18,Tuesday,PAPE STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
1009,2024/01/16,10:12,Tuesday,ST CLAIR WEST STATION,PUOPO,3,7,S,YU,5676,OPTO (COMMS) Train Door Monitoring
1010,2024/01/16,10:14,Tuesday,KENNEDY BD STATION,EUCA,4,8,E,BD,5085,Compressed Air
1011,2024/01/16,10:29,Tuesday,ST CLAIR WEST STATION,PUOPO,0,0,S,YU,6056,OPTO (COMMS) Train Door Monitoring
1012,2024/01/16,10:34,Tuesday,ST CLAIR WEST STATION,PUOPO,0,0,S,YU,5746,OPTO (COMMS) Train Door Monitoring
1013,2024/01/16,10:57,Tuesday,QUEEN'S PARK STATION,PUMEL,0,0,,YU,0,Escalator/Elevator Incident
1014,2024/01/16,12:16,Tuesday,DUNDAS STATION,SUDP,0,0,N,YU,5651,Disorderly Patron
1015,2024/01/16,12:33,Tuesday,QUEEN STATION,EUVA,5,10,N,YU,5751,Warning Alarm Systems
1016,2024/01/16,12:41,Tuesday,CASTLE FRANK STATION,MUDD,5,9,E,BD,5028,Door Problems - Debris Related
1017,2024/01/16,13:07,Tuesday,FINCH STATION,PUMEL,0,0,,YU,0,Escalator/Elevator Incident
1018,2024/01/16,14:14,Tuesday,SHEPPARD STATION,MUSAN,5,10,N,YU,5646,Unsanitary Vehicle
1019,2024/01/16,14:15,Tuesday,ST GEORGE BD STATION,SUUT,0,0,E,BD,5208,Unauthorized at Track Level
1020,2024/01/16,14:46,Tuesday,QUEEN'S PARK STATION,MUO,3,8,N,YU,5471,Miscellaneous Other
1021,2024/01/16,15:04,Tuesday,KEELE STATION,SUDP,0,0,W,BD,5089,Disorderly Patron
1022,2024/01/16,15:19,Tuesday,YORKDALE STATION,SUUT,0,0,S,YU,5481,Unauthorized at Track Level
1023,2024/01/16,15:30,Tuesday,ST GEORGE YUS STATION,PUOPO,0,0,N,YU,5986,OPTO (COMMS) Train Door Monitoring
1024,2024/01/16,15:33,Tuesday,KIPLING STATION,PUSTC,0,0,E,BD,5311,Signals - Track Circuit Problems
1025,2024/01/16,15:35,Tuesday,BLOOR STATION,SUDP,4,9,N,YU,5766,Disorderly Patron
1026,2024/01/16,15:45,Tuesday,KIPLING STATION,PUSI,0,0,W,BD,5008,Signals or Related Components Failure
1027,2024/01/16,15:50,Tuesday,SHEPPARD STATION,SUO,0,0,,YU,0,Passenger Other
1028,2024/01/16,15:56,Tuesday,KIPLING STATION,PUSI,0,0,W,BD,5119,Signals or Related Components Failure
1029,2024/01/16,16:01,Tuesday,SHEPPARD STATION,SUUT,10,15,S,YU,5921,Unauthorized at Track Level
1030,2024/01/16,16:28,Tuesday,KIPLING STATION,PUSI,0,0,W,BD,5053,Signals or Related Components Failure
1031,2024/01/16,16:28,Tuesday,KIPLING STATION,MUSAN,3,6,W,BD,5312,Unsanitary Vehicle
1032,2024/01/16,16:29,Tuesday,MUSEUM STATION,MUATC,8,11,N,YU,5576,ATC Project
1033,2024/01/16,17:38,Tuesday,BLOOR STATION,MUPAA,0,0,N,YU,5616,Passenger Assistance Alarm Activated - No Trouble Found
1034,2024/01/16,17:42,Tuesday,YORK MILLS STATION,PUMEL,0,0,,YU,0,Escalator/Elevator Incident
1035,2024/01/16,18:07,Tuesday,SHEPPARD STATION,PUMST,0,0,,YU,0,Station Stairway Incident
1036,2024/01/16,18:11,Tuesday,SHERBOURNE STATION,SUAP,0,0,,BD,0,Assault / Patron Involved
1037,2024/01/16,18:19,Tuesday,CHESTER STATION,SUDP,0,0,,BD,0,Disorderly Patron
1038,2024/01/16,18:21,Tuesday,ST CLAIR STATION,SUO,15,18,N,YU,5516,Passenger Other
1039,2024/01/16,18:42,Tuesday,DUNDAS STATION W/S,SUAP,0,0,S,YU,6015,Assault / Patron Involved
1040,2024/01/16,18:55,Tuesday,KIPLING STATION,SUPOL,5,8,E,BD,5325,Held By Polce - Non-TTC Related
1041,2024/01/16,19:28,Tuesday,KENNEDY BD STATION,MUSAN,5,10,W,BD,5315,Unsanitary Vehicle
1042,2024/01/16,19:49,Tuesday,SPADINA YUS STATION,SUO,3,6,N,YU,5921,Passenger Other
1043,2024/01/16,20:31,Tuesday,DUFFERIN STATION,MUO,0,0,,BD,0,Miscellaneous Other
1044,2024/01/16,20:44,Tuesday,SHEPPARD STATION,SUO,0,0,N,YU,6011,Passenger Other
1045,2024/01/16,20:55,Tuesday,WOODBINE STATION,SUDP,0,0,E,BD,0,Disorderly Patron
1046,2024/01/16,20:59,Tuesday,YONGE BD STATION,SUO,0,0,E,BD,5040,Passenger Other
1047,2024/01/16,21:08,Tuesday,CHRISTIE STATION,MUPAA,0,0,W,BD,5075,Passenger Assistance Alarm Activated - No Trouble Found
1048,2024/01/16,21:14,Tuesday,BLOOR STATION,SUDP,0,0,,YU,0,Disorderly Patron
1049,2024/01/16,21:19,Tuesday,YONGE BD STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
1050,2024/01/16,21:28,Tuesday,KENNEDY BD STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
1051,2024/01/16,21:33,Tuesday,BLOOR STATION,SUAP,0,0,N,YU,6076,Assault / Patron Involved
1052,2024/01/16,21:36,Tuesday,YONGE BD STATION,SUO,6,12,W,BD,5174,Passenger Other
1053,2024/01/16,21:59,Tuesday,OLD MILL STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
1054,2024/01/16,22:00,Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,Miscellaneous Other
1055,2024/01/16,22:08,Tuesday,DUNDAS STATION,SUDP,0,0,,YU,0,Disorderly Patron
1056,2024/01/16,22:41,Tuesday,CHESTER STATION,SUO,0,0,,BD,0,Passenger Other
1057,2024/01/16,23:00,Tuesday,EGLINTON STATION TO YO,MUO,0,0,,YU,0,Miscellaneous Other
1058,2024/01/16,23:03,Tuesday,KENNEDY BD STATION,MUI,0,0,W,BD,5174,Injured or ill Customer (On Train) - Transported
1059,2024/01/16,23:20,Tuesday,DAVISVILLE TO EGLINTON,PUTO,13,20,,YU,0,T&S Other
1060,2024/01/16,23:32,Tuesday,SHEPPARD WEST STATION,MUPAA,0,0,S,YU,6076,Passenger Assistance Alarm Activated - No Trouble Found
1061,2024/01/16,23:34,Tuesday,ROSEDALE STATION,PUTO,5,10,N,YU,0,T&S Other
1062,2024/01/16,23:49,Tuesday,UNION STATION,MUIS,0,0,N,YU,0,Injured or ill Customer (In Station) - Transported
1063,2024/01/16,23:50,Tuesday,DAVISVILLE STATION,PUTO,7,13,N,YU,0,T&S Other
1064,2024/01/16,00:20,Tuesday,FINCH STATION,SUO,0,0,,YU,0,Passenger Other
1065,2024/01/16,01:31,Tuesday,VAUGHAN MC STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
1066,2024/01/16,01:54,Tuesday,EGLINTON WEST STATION,MUIS,0,0,N,YU,0,Injured or ill Customer (In Station) - Transported
1067,2024/01/16,05:33,Tuesday,DON MILLS STATION,TUO,7,0,W,SHP,6166,Transportation Department - Other
1068,2024/01/16,05:58,Tuesday,BESSARION STATION,TUO,7,0,E,SHP,5156,Transportation Department - Other
1069,2024/01/16,06:00,Tuesday,TORONTO TRANSIT COMMIS,MUO,0,0,,SHP,0,Miscellaneous Other
1070,2024/01/16,13:46,Tuesday,DON MILLS STATION,PUOPO,9,16,W,SHP,6161,OPTO (COMMS) Train Door Monitoring
1071,2024/01/16,14:01,Tuesday,DON MILLS STATION,PUOPO,10,17,W,SHP,6146,OPTO (COMMS) Train Door Monitoring
1072,2024/01/16,19:01,Tuesday,LESLIE STATION,MUIRS,0,0,,SHP,0,Injured or ill Customer (In Station) - Medical Aid Refused
1073,2024/01/16,20:39,Tuesday,BAYVIEW STATION,SUDP,0,0,E,SHP,6156,Disorderly Patron
1074,2024/01/16,20:42,Tuesday,BESSARION STATION,PUOPO,0,0,E,SHP,6156,OPTO (COMMS) Train Door Monitoring
1075,2024/01/16,20:47,Tuesday,SHEPPARD-YONGE STATION,SUDP,19,26,W,SHP,6166,Disorderly Patron
1076,2024/01/16,22:13,Tuesday,LESLIE STATION,PUMEL,0,0,,SHP,0,Escalator/Elevator Incident
1077,2024/01/16,00:40,Tuesday,DON MILLS STATION,MUIS,0,0,,SHP,0,Injured or ill Customer (In Station) - Transported
1078,2024/01/17,02:34,Wednesday,KENNEDY BD STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
1079,2024/01/17,02:50,Wednesday,SHEPPARD WEST STATION,MUIE,0,0,,YU,0,Injured Employee
1080,2024/01/17,02:50,Wednesday,KENNEDY BD STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
1081,2024/01/17,04:08,Wednesday,BLOOR STATION,SUUT,0,0,S,YU,0,Unauthorized at Track Level
1082,2024/01/17,05:40,Wednesday,KENNEDY BD STATION,PUTWZ,16,21,W,BD,5039,Work Zone Problems - Track
1083,2024/01/17,05:43,Wednesday,COLLEGE STATION,SUDP,4,0,N,YU,5491,Disorderly Patron
1084,2024/01/17,06:25,Wednesday,KENNEDY BD STATION,EUNT,3,5,W,BD,5108,Equipment - No Trouble Found
1085,2024/01/17,06:30,Wednesday,BLOOR STATION,SUDP,0,0,N,YU,6051,Disorderly Patron
1086,2024/01/17,06:33,Wednesday,SHEPPARD WEST STATION,EUME,6,12,,YU,6081,RC&S Maintenance Error - (Human)
1087,2024/01/17,06:42,Wednesday,FINCH STATION,EUATC,4,7,S,YU,5661,ATC RC&S Equipment
1088,2024/01/17,07:01,Wednesday,GREENWOOD YARD,PUSIS,3,6,E,BD,5163,Signals Track Weather Related
1089,2024/01/17,07:02,Wednesday,FINCH STATION,MUPAA,0,0,S,YU,5481,Passenger Assistance Alarm Activated - No Trouble Found
1090,2024/01/17,07:05,Wednesday,DUPONT STATION,MUO,0,0,S,YU,5776,Miscellaneous Other
1091,2024/01/17,07:05,Wednesday,HIGH PARK STATION,SUDP,0,0,E,BD,5319,Disorderly Patron
1092,2024/01/17,07:10,Wednesday,ST GEORGE YUS STATION,MUATC,10,13,S,YU,5676,ATC Project
1093,2024/01/17,07:11,Wednesday,HIGH PARK STATION,SUDP,0,0,E,BD,5135,Disorderly Patron
1094,2024/01/17,07:50,Wednesday,ST GEORGE BD STATION,SUDP,3,5,E,BD,5094,Disorderly Patron
1095,2024/01/17,07:53,Wednesday,NORTH YORK CTR STATION,SUDP,6,9,S,YU,6111,Disorderly Patron
1096,2024/01/17,08:11,Wednesday,EGLINTON WEST STATION,PUOPO,3,6,N,YU,5716,OPTO (COMMS) Train Door Monitoring
1097,2024/01/17,08:16,Wednesday,BROADVIEW STATION,MUDD,7,9,W,BD,5091,Door Problems - Debris Related
1098,2024/01/17,08:22,Wednesday,YORK MILLS STATION,PUOPO,4,7,N,YU,5841,OPTO (COMMS) Train Door Monitoring
1099,2024/01/17,08:22,Wednesday,BLOOR STATION,MUPAA,0,0,N,YU,5386,Passenger Assistance Alarm Activated - No Trouble Found
1100,2024/01/17,08:24,Wednesday,BROADVIEW STATION,TUMVS,6,8,W,BD,5053,Operator Violated Signal
1101,2024/01/17,08:53,Wednesday,MAIN STREET STATION,EUVA,3,5,W,BD,5353,Warning Alarm Systems
1102,2024/01/17,09:17,Wednesday,ST GEORGE YUS STATION,MUIS,0,0,N,YU,0,Injured or ill Customer (In Station) - Transported
1103,2024/01/17,09:25,Wednesday,FINCH WEST STATION,PUOPO,4,7,N,YU,5701,OPTO (COMMS) Train Door Monitoring
1104,2024/01/17,09:26,Wednesday,KENNEDY BD STATION,MUPAA,0,0,E,BD,5054,Passenger Assistance Alarm Activated - No Trouble Found
1105,2024/01/17,09:39,Wednesday,NORTH YORK CTR STATION,MUPAA,0,0,N,YU,6015,Passenger Assistance Alarm Activated - No Trouble Found
1106,2024/01/17,09:43,Wednesday,KEELE STATION,SUDP,4,6,W,BD,5091,Disorderly Patron
1107,2024/01/17,10:06,Wednesday,KIPLING STATION,PUSI,0,0,W,BD,5219,Signals or Related Components Failure
1108,2024/01/17,10:31,Wednesday,EGLINTON WEST STATION,PUOPO,0,0,N,YU,5741,OPTO (COMMS) Train Door Monitoring
1109,2024/01/17,10:47,Wednesday,SHERBOURNE STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
1110,2024/01/17,11:01,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5163,Signals - Train Stops
1111,2024/01/17,11:08,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5042,Signals - Train Stops
1112,2024/01/17,11:15,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5112,Signals - Train Stops
1113,2024/01/17,11:21,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5195,Signals - Train Stops
1114,2024/01/17,11:52,Wednesday,MAIN STREET STATION,SUUT,4,8,W,BD,5347,Unauthorized at Track Level
1115,2024/01/17,11:59,Wednesday,COXWELL STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
1116,2024/01/17,12:13,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5086,Signals - Train Stops
1117,2024/01/17,12:17,Wednesday,WARDEN STATION,PUSTS,0,0,W,BD,5329,Signals - Train Stops
1118,2024/01/17,12:20,Wednesday,ISLINGTON STATION,MUSC,0,0,E,BD,5212,Miscellaneous Speed Control
1119,2024/01/17,12:55,Wednesday,SPADINA BD STATION,SUDP,4,8,W,YU,5232,Disorderly Patron
1120,2024/01/17,13:30,Wednesday,LAWRENCE STATION,PUMST,0,0,,YU,0,Station Stairway Incident
1121,2024/01/17,14:51,Wednesday,DOWNSVIEW PARK STATION,SUO,0,0,N,YU,5641,Passenger Other
1122,2024/01/17,14:54,Wednesday,SPADINA BD STATION,MUIR,0,0,W,BD,5034,Injured or ill Customer (On Train) - Medical Aid Refused
